CHR_ID	START	END	SNPS	DISEASE/TRAIT	celltype	MAPPED_GENE
chr8	142231571	142231572	rs4129585	Schizophrenia	Oligodendrocyte.hyper.dmr.full.tsv.hyper.dmr.bed	TSNARE1
chr8	142235608	142235609	rs13262595	Intelligence	Oligodendrocyte.hyper.dmr.full.tsv.hyper.dmr.bed	TSNARE1
chr9	23293757	23293758	rs4977846	Neuroticism	Oligodendrocyte.hyper.dmr.full.tsv.hyper.dmr.bed	LINC01239 - SUMO2P2
chr9	85391422	85391423	rs17425572	Educational attainment (years of education)	Oligodendrocyte.hyper.dmr.full.tsv.hyper.dmr.bed	UBE2V1P10 - STK33P1
chr9	104903696	104903697	rs1800978	Alzheimer's disease	Oligodendrocyte.hyper.dmr.full.tsv.hyper.dmr.bed	ABCA1
chrX	73035873	73035874	rs140643378	Bipolar disorder	Oligodendrocyte.hyper.dmr.full.tsv.hyper.dmr.bed	PABPC1L2B-AS1
chr1	43548608	43548609	rs2842188	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PTPRF
chr1	43723047	43723048	rs12410444	Educational attainment (years of education)	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ST3GAL3, ST3GAL3-AS1
chr1	207803737	207803738	rs7523273	Schizophrenia	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MIR29B2CHG
chr1	232528864	232528865	rs10797576	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SIPA1L2
chr10	18462173	18462174	rs1998820	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CACNB2
chr11	57680559	57680560	rs10896636	Neuroticism	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZDHHC5
chr11	61752513	61752514	rs2956395	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MYRF-AS1
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr12	99102251	99102252	rs10745843	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ANKS1B
chr12	123262413	123262414	rs10773002	Educational attainment (years of education)	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CDK2AP1
chr14	43505793	43505794	rs62002181	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr15	40430581	40430582	rs11634187	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	IVD
chr16	7616839	7616840	rs11077203	Neuroticism	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RBFOX1
chr16	52935513	52935514	rs10221156	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PHB1P21
chr17	7560327	7560328	rs58840546	Alzheimer's disease	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TNFSF12-TNFSF13, TNFSF13
chr18	37784133	37784134	rs12961969	Neuroticism	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RPL12P40 - RN7SKP182
chr18	43093414	43093415	rs12456492	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RIT2
chr18	62576642	62576643	rs11557713	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZCCHC2
chr19	45077113	45077114	rs60239918	Alzheimer's disease or family history of Alzheimer's disease	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GEMIN7-AS1
chr19	58578895	58578896	rs73068339	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MZF1-AS1
chr2	65532536	65532537	rs3911862	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02934
chr2	73531675	73531676	rs2421552	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ALMS1
chr2	98773243	98773244	rs7581349	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02611
chr2	161104413	161104414	rs7591506	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TANK-AS1
chr2	165295878	165295879	rs17183814	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SCN2A
chr2	165855093	165855094	rs13421971	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GALNT3 - TTC21B
chr20	38824550	38824551	rs6065094	Schizophrenia	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PPP1R16B
chr3	35651674	35651675	rs9810464	Neuroticism	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ARPP21, ARPP21-AS1
chr3	54200694	54200695	rs4485754	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CACNA2D3
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CAMK2D
chr5	61302715	61302716	rs4391122	Schizophrenia	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02057
chr5	79553681	79553682	rs6865469	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	Y_RNA - Y_RNA
chr6	75826615	75826616	rs1280049	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	FOXO3
chr7	32453556	32453557	rs1580019	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PDE1C - SLC25A5P5
chr7	44773007	44773008	rs12702087	Educational attainment (years of education)	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZMIZ2 - PPIA
chr7	44795553	44795554	rs4720485	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZMIZ2 - PPIA
chr7	86665635	86665636	rs802425	Neuroticism	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GRM3
chr7	105402781	105402782	rs11764361	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SRPK2 - PUS7
chr7	127898505	127898506	rs3757771	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SND1
chr8	27362469	27362470	rs73223431	Alzheimer's disease	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PTK2B
chr9	117739365	117739366	rs2149351	Neuroticism	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TLR4 - TPT1P9
chr9	119363075	119363076	rs942516	Bipolar disorder	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BRINP1
chr9	131835213	131835214	rs2987390	Intelligence	CN_LAMP5-LHX6_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	36737165	36737166	rs570399	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	FTLP18 - GRIK3
chr1	43548608	43548609	rs2842188	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PTPRF
chr1	43563681	43563682	rs11210871	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PTPRF
chr1	43723047	43723048	rs12410444	Educational attainment (years of education)	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ST3GAL3, ST3GAL3-AS1
chr1	98032884	98032885	rs11804556	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MIR137HG
chr1	103074424	103074425	rs7522293	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	COL11A1
chr1	109424481	109424482	rs10858096	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PSMA5
chr1	207803737	207803738	rs7523273	Schizophrenia	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MIR29B2CHG
chr1	232528864	232528865	rs10797576	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SIPA1L2
chr10	18462173	18462174	rs1998820	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CACNB2
chr10	60366097	60366098	rs10994318	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ANK3
chr10	102255521	102255522	rs10748818	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GBF1
chr11	47584930	47584931	rs11605348	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NDUFS3 - FAM180B
chr11	57680559	57680560	rs10896636	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZDHHC5
chr11	61752513	61752514	rs2956395	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MYRF-AS1
chr11	66081266	66081267	rs475805	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PACS1
chr11	86089236	86089237	rs561655	Late-onset Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PICALM - RNU6-560P
chr11	124744060	124744061	rs55661361	Autism and schizophrenia (MTAG)	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr11	124744060	124744061	rs55661361	Schizophrenia	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NRGN
chr11	133917105	133917106	rs3802920	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	IGSF9B
chr12	99102251	99102252	rs10745843	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ANKS1B
chr12	103202676	103202677	rs10860964	Schizophrenia	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	C12orf42-AS1 - C12orf42
chr12	123262413	123262414	rs10773002	Educational attainment (years of education)	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CDK2AP1
chr13	68796168	68796169	rs7999314	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RN7SL761P - LINC00550
chr14	32834310	32834311	rs7146202	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	AKAP6
chr14	43505793	43505794	rs62002181	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	HNRNPUP1 - KRT8P2
chr14	69237334	69237335	rs4899292	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	EXD2
chr14	72996770	72996771	rs1007934	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZFYVE1
chr14	99252881	99252882	rs2693698	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr14	99252881	99252882	rs2693698	Schizophrenia	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11B
chr15	40275035	40275036	rs56205728	Schizophrenia	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PAK6
chr15	40430581	40430582	rs11634187	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	IVD
chr15	47394464	47394465	rs281302	Educational attainment (years of education)	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SEMA6D
chr15	50701813	50701814	rs8025980	Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RN7SL354P - SPPL2A
chr15	51525000	51525001	rs7172979	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	DMXL2
chr15	73731296	73731297	rs28627084	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CD276 - INSYN1
chr15	82140373	82140374	rs2665103	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	EFL1
chr16	7616839	7616840	rs11077203	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RBFOX1
chr16	9136958	9136959	rs28455634	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	HAPSTR1 - RPL21P119
chr16	52935513	52935514	rs10221156	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PHB1P21
chr16	68263324	68263325	rs9888986	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PLA2G15 - SLC7A6
chr16	89566316	89566317	rs12932628	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RPL13
chr17	7560327	7560328	rs58840546	Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TNFSF12-TNFSF13, TNFSF13
chr17	44352875	44352876	rs5848	Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GRN
chr17	58331727	58331728	rs2632516	Late-onset Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MIR142HG, TSPOAP1-AS1
chr17	58331727	58331728	rs2632516	Alzheimer's disease (late onset)	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MIR142HG, TSPOAP1-AS1
chr17	58331727	58331728	rs2632516	Alzheimer's disease or family history of Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MIR142HG, TSPOAP1-AS1
chr17	75041772	75041773	rs7210415	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	KCTD2, RN7SL573P, ATP5PD
chr18	37579160	37579161	rs9964724	Educational attainment (years of education)	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CELF4 - MIR4318
chr18	37784133	37784134	rs12961969	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RPL12P40 - RN7SKP182
chr18	43093414	43093415	rs12456492	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RIT2
chr18	53179702	53179703	rs10853627	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	DCC
chr18	62576642	62576643	rs11557713	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZCCHC2
chr19	1854254	1854255	rs149080927	Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	KLF16
chr19	58578895	58578896	rs73068339	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MZF1-AS1
chr2	44944406	44944407	rs62131236	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SIX3, SIX3-AS1
chr2	51023366	51023367	rs7557525	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	NRXN1
chr2	60483435	60483436	rs13019832	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11A
chr2	60486099	60486100	rs10189857	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11A
chr2	60526457	60526458	rs356992	Educational attainment (years of education)	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	BCL11A
chr2	65532536	65532537	rs3911862	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02934
chr2	73531675	73531676	rs2421552	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ALMS1
chr2	98773243	98773244	rs7581349	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02611
chr2	134707045	134707046	rs57891859	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TMEM163
chr2	143505710	143505711	rs10191758	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ARHGAP15
chr2	156498565	156498566	rs297578	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GPD2
chr2	156633912	156633913	rs7579670	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GPD2 - LINC01958
chr2	161104413	161104414	rs7591506	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TANK-AS1
chr2	165295878	165295879	rs17183814	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SCN2A
chr2	165295878	165295879	rs17183814	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SCN2A
chr2	165855093	165855094	rs13421971	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GALNT3 - TTC21B
chr20	38824550	38824551	rs6065094	Schizophrenia	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PPP1R16B
chr22	41974986	41974987	rs5751191	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SEPTIN3
chr3	2506101	2506102	rs17194490	Schizophrenia	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CNTN4
chr3	35651674	35651675	rs9810464	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ARPP21, ARPP21-AS1
chr3	49377357	49377358	rs7623659	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RHOA
chr3	54200694	54200695	rs4485754	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CACNA2D3
chr3	71496018	71496019	rs11720523	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	FOXP1
chr3	85008129	85008130	rs4301023	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CADM2
chr3	108074861	108074862	rs3804640	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CD47
chr3	155084188	155084189	rs61762319	Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MME
chr4	993554	993555	rs3822030	Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	IDUA
chr4	24494343	24494344	rs59143394	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PPARGC1A - DHX15
chr4	67104382	67104383	rs6819372	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RNU6-699P - RNU1-63P
chr4	105185195	105185196	rs10010325	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TET2-AS1, TET2
chr4	113447908	113447909	rs13117519	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CAMK2D
chr5	61302715	61302716	rs4391122	Schizophrenia	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	LINC02057
chr5	79553681	79553682	rs6865469	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	Y_RNA - Y_RNA
chr5	88719727	88719728	rs34316	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MEF2C, MEF2C-AS2
chr5	93877762	93877763	rs6874223	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ARB2A
chr5	166071273	166071274	rs31768	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	RPL7P20 - RPLP0P9
chr5	169862201	169862202	rs10866641	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	DOCK2, INSYN2B
chr6	20893015	20893016	rs6456379	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CDKAL1
chr6	75826615	75826616	rs1280049	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MYO6
chr6	98004803	98004804	rs9401452	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MMS22L - MIR2113
chr6	108622961	108622962	rs3813498	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	FOXO3
chr7	1856776	1856777	rs4236274	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	MAD1L1
chr7	44773007	44773008	rs12702087	Educational attainment (years of education)	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZMIZ2 - PPIA
chr7	44795553	44795554	rs4720485	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	ZMIZ2 - PPIA
chr7	72227404	72227405	rs7808347	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CALN1
chr7	86665635	86665636	rs802425	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	GRM3
chr7	105230140	105230141	rs78785751	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SRPK2
chr7	105402781	105402782	rs11764361	Bipolar disorder	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SRPK2 - PUS7
chr7	127898505	127898506	rs3757771	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	SND1
chr7	143413668	143413669	rs11771145	Alzheimer's disease or family history of Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease (late onset)	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	EPHA1-AS1
chr7	143413668	143413669	rs11771145	Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	EPHA1-AS1
chr8	11844612	11844613	rs1065712	Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CTSB
chr8	27362469	27362470	rs73223431	Alzheimer's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	PTK2B
chr8	129889662	129889663	rs2086641	Parkinson's disease or first degree relation to individual with Parkinson's disease	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	CYRIB
chr9	117739365	117739366	rs2149351	Neuroticism	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	TLR4 - TPT1P9
chr9	131835213	131835214	rs2987390	Intelligence	CN_ST18_GABA.hyper.dmr.full.tsv.hyper.dmr.bed	EIF4A1P3 - MED27
chr1	1049996	1049997	rs113020870	Late-onset Alzheimer's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	AGRN
chr1	43634412	43634413	rs11210892	Schizophrenia	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	PTPRF - KDM4A
chr1	43939890	43939891	rs11210937	Intelligence	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	LINC02918
chr1	161185601	161185602	rs4575098	Alzheimer's disease or family history of Alzheimer's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	ADAMTS4
chr1	161185601	161185602	rs4575098	Family history of Alzheimer's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	ADAMTS4
chr1	171750628	171750629	rs11578699	Parkinson's disease or first degree relation to individual with Parkinson's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	VAMP4 - METTL13
chr1	207577222	207577223	rs679515	Late-onset Alzheimer's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	CR1, CR1-AS1
chr1	207577222	207577223	rs679515	Family history of Alzheimer's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	CR1, CR1-AS1
chr1	207577222	207577223	rs679515	Alzheimer's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	CR1, CR1-AS1
chr1	216659646	216659647	rs10779271	Intelligence	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	ESRRG
chr10	29280342	29280343	rs7069887	Intelligence	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	LINC01517 - LYZL1
chr10	80494227	80494228	rs6586028	Alzheimer's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	TSPAN14
chr10	104708094	104708095	rs3896224	Intelligence	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	SORCS3
chr11	31828557	31828558	rs1806153	Neuroticism	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	PAUPAR
chr11	31828557	31828558	rs1806153	Autism and major depressive disorder (MTAG)	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	PAUPAR
chr11	31828557	31828558	rs1806153	Depression	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	PAUPAR
chr11	57889668	57889669	rs673344	Neuroticism	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	OR5BA1P - OR5AZ1P
chr11	64242406	64242407	rs4672	Bipolar disorder	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	FKBP2
chr11	70671821	70671822	rs12575685	Bipolar disorder	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	SHANK2
chr11	70671821	70671822	rs12575685	Bipolar disorder	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	SHANK2
chr11	95814762	95814763	rs2508713	Intelligence	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	CEP57
chr12	32657824	32657825	rs181609621	Parkinson's disease or first degree relation to individual with Parkinson's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	FGD4 - DNM1L
chr12	40542836	40542837	rs141128804	Parkinson's disease or first degree relation to individual with Parkinson's disease	VLMC.hypo.dmr.full.tsv.hypo.dmr.bed	MUC19
